session_id,participant_id,status,started_datetime,completed_date_time,time_taken,age,num_approvals,num_rejections,prolific_score,reviewed_at_datetime,entered_code,Country of Birth,Current Country of Residence,Employment Status,First Language,Nationality,Sex,Student Status
6291376e6b5a7e6f392e6736,613d70e8a9e0dd81eb6d8b57,APPROVED,2022-05-27 20:41:18.520000,2022-05-27 21:23:28.105000,2529.585,22,58,2,98,2022-05-27 22:09:33.735000,NOCODE,Mexico,Mexico,Unemployed (and job seeking),Spanish,Mexico,Female,No
6291376f2465b5be3ec2b97a,5eb0cb5afb9e2418da928edb,RETURNED,2022-05-27 20:45:52.736000,,167602.945988,22,330,0,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
629137753edd12c770666395,61114700737a033f32ea684e,APPROVED,2022-05-27 20:41:42.445000,2022-05-27 21:02:53.841000,1271.396,28,54,2,96,2022-05-27 22:09:33.844000,NOCODE,Mexico,Mexico,Part-Time,Spanish,Mexico,Female,Yes
62913775c1898360768aaa2e,5f19dc86afa07c0894f60578,APPROVED,2022-05-27 20:41:25.855000,2022-05-27 20:59:53.864000,1108.009,22,261,2,100,2022-05-27 22:09:33.907000,NOCODE,Mexico,Mexico,Unemployed (and job seeking),Spanish,Mexico,Male,Yes
6291377bb228eb32df3f1cac,5ee2a44d4c9d7542817268e7,TIMED-OUT,2022-05-27 20:41:31.403000,,167864.323919,22,129,0,100,,,Mexico,Mexico,Part-Time,Spanish,Mexico,Male,Yes
6291377da2eafb7ddd64d9b1,6047b38939f7610352261d47,APPROVED,2022-05-27 20:41:33.673000,2022-05-27 21:24:03.859000,2550.186,33,219,0,100,2022-05-27 22:09:33.991000,NOCODE,Mexico,Mexico,Full-Time,Spanish,Mexico,Male,Yes
6291378715c5697c9aea7236,613a8b04c9c2c744c30a9e29,APPROVED,2022-05-27 20:41:43.873000,2022-05-27 21:06:59.914000,1516.041,23,66,0,100,2022-05-27 22:09:34.059000,NOCODE,Mexico,Mexico,Full-Time,Spanish,Mexico,Male,Yes
629137891c3f9992dc59a46d,613ad3239acd5465b71e04a5,TIMED-OUT,2022-05-27 20:41:45.965000,,167849.810055,29,86,1,99,,,Mexico,Mexico,Full-Time,Spanish,Mexico,Female,No
6291379a3dd2f679d29ae16f,5f2f770677605936ed61db61,APPROVED,2022-05-27 20:43:03.366000,2022-05-27 21:25:37.059000,2553.693,24,66,0,100,2022-05-27 22:09:34.137000,NOCODE,Mexico,Mexico,Part-Time,Spanish,Mexico,Female,Yes
629137a040acd351092f39a5,613aa029ecf1d52f0a916da6,APPROVED,2022-05-27 20:42:10.905000,2022-05-27 21:00:32.822000,1101.917,29,99,0,100,2022-05-27 22:09:34.202000,NOCODE,Mexico,Mexico,Full-Time,Spanish,Mexico,Male,No
629137ab4aaf4ab31c8484f4,613bc262ee7e88ed99751b3a,RETURNED,2022-05-27 20:42:19.221000,,167816.588733,22,64,2,99,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
629137ae6362bfe2e1a9a00c,611e8be405de1e23f7232157,APPROVED,2022-05-27 20:42:22.445000,2022-05-27 21:24:44.932000,2542.487,42,138,1,100,2022-05-27 22:09:34.282000,NOCODE,Mexico,Mexico,Full-Time,Spanish,Mexico,Male,Yes
629137b8e639e25adcc65359,614220034f7198b7c67a60c9,TIMED-OUT,2022-05-27 20:42:32.359000,,167803.472957,26,70,0,100,,,Mexico,Mexico,Unemployed (and job seeking),Spanish,Mexico,Female,No
629137bbf1f71a1caf5e514f,615f331b8161acc6331a13f1,APPROVED,2022-05-27 20:42:35.702000,2022-05-27 21:19:25.332000,2209.63,27,119,1,100,2022-05-27 22:09:34.349000,NOCODE,Mexico,Mexico,Full-Time,Spanish,Mexico,Male,No
629137c30bf8d1912e160833,60183e25b4423c05ee0ee791,APPROVED,2022-05-27 20:42:43.191000,2022-05-27 21:25:34.167000,2570.976,20,171,1,100,2022-05-27 22:09:34.413000,NOCODE,Mexico,Mexico,Unemployed (and job seeking),Spanish,Mexico,Male,Yes
629137dcf95f13a81f5ea2be,614386aaad55b05aa5c7767e,APPROVED,2022-05-27 20:43:26.964000,2022-05-27 21:06:59.413000,1412.449,23,140,1,100,2022-05-27 22:09:34.475000,NOCODE,Mexico,Mexico,Full-Time,Spanish,Mexico,Female,No
629137e50da12ded3fdf5554,614e833e51a2bb91f7c10768,RETURNED,2022-05-27 20:44:25.069000,,167690.811031,26,56,0,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
629137ee3b6d6820cfa971c4,613a8397b555a065b9fabae4,APPROVED,2022-05-27 20:43:26.147000,2022-05-27 21:24:04.840000,2438.693,25,91,1,100,2022-05-27 22:09:34.570000,NOCODE,Mexico,Mexico,DATA EXPIRED,Spanish,Mexico,Male,DATA EXPIRED
629137f258606c89ea5a79eb,613a900070bb6eb5271e8668,APPROVED,2022-05-27 20:43:30.360000,2022-05-27 21:07:52.845000,1462.485,25,39,0,100,2022-05-27 22:09:34.647000,NOCODE,Mexico,Mexico,"Not in paid work (e.g. homemaker', 'retired or disabled)",Spanish,Mexico,Female,Yes
629137f423becc911c5def65,613fb424ed692f54b4ff7bff,RETURNED,2022-05-27 20:43:32.107000,,167743.818624,30,87,0,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
6291385f96dfe5e8187a460f,5f2f62bb956a3f34b614a33f,APPROVED,2022-05-27 20:45:19.522000,2022-05-27 21:11:16.656000,1557.134,37,170,2,100,2022-05-27 22:09:34.723000,NOCODE,Mexico,Mexico,Full-Time,Spanish,Mexico,Female,No
629138d0e63e9dfc5409a762,5f319efc2977330948eebbcd,APPROVED,2022-05-27 20:49:52.280000,2022-05-27 21:20:49.169000,1856.889,22,210,1,100,2022-05-27 22:09:34.820000,NOCODE,Mexico,Mexico,Part-Time,Spanish,Mexico,Female,Yes
62913981bf0133a935a0f7aa,5e7a564c3a915c03028714d8,APPROVED,2022-05-27 20:50:51.837000,2022-05-27 21:24:03.320000,1991.483,29,261,2,99,2022-05-27 22:09:34.903000,NOCODE,Mexico,Mexico,Full-Time,Spanish,Mexico,Male,No
629139ab09b53e05eb9c67a5,613a65aaf5d6e392ce2aacab,APPROVED,2022-05-27 20:51:05.538000,2022-05-27 21:20:24.300000,1758.762,26,68,1,100,2022-05-27 22:09:35.008000,NOCODE,Mexico,Mexico,Part-Time,Spanish,Mexico,Female,No
62913d6eb33993a63af82f7a,5d5496bdd84ebe0001f5fb20,APPROVED,2022-05-27 21:07:33.747000,2022-05-27 21:51:10.483000,2616.736,20,348,7,97,2022-05-27 22:09:35.084000,NOCODE,Mexico,Mexico,DATA EXPIRED,Spanish,Mexico,Male,Yes
62913e2a49748c9d10cee366,5f3abb432fd48973806751a9,APPROVED,2022-05-27 21:10:02.740000,2022-05-27 21:34:53.134000,1490.394,27,136,1,100,2022-05-27 22:09:35.154000,NOCODE,Mexico,Mexico,Full-Time,Spanish,Mexico,Female,Yes
62913e31df83b721362ab832,60d6506de73ae34d5f14b816,APPROVED,2022-05-27 21:10:09.462000,2022-05-27 21:31:25.728000,1276.266,30,36,0,100,2022-05-27 22:09:35.237000,NOCODE,Mexico,Mexico,Full-Time,Spanish,Mexico,Male,No
62913e74878bffd2cfce2437,60714f2303840056e3d49da2,APPROVED,2022-05-27 21:11:22.620000,2022-05-27 21:35:43.609000,1460.989,25,145,0,100,2022-05-27 22:09:35.299000,no code,Mexico,Mexico,Full-Time,Spanish,Mexico,Female,No
62913f7a753da206b9e87549,613a4bd6e4259b64db005489,APPROVED,2022-05-27 21:15:38.836000,2022-05-27 21:44:34.697000,1735.861,24,187,0,100,2022-05-27 22:09:35.369000,No code,Mexico,Mexico,Full-Time,Spanish,Mexico,Male,No
62913ffc0d314ff86e49cee6,6160dc6d40120db3eee4524a,APPROVED,2022-05-27 21:17:48.352000,2022-05-27 21:49:04.541000,1876.189,24,57,3,96,2022-05-27 22:09:35.442000,NOCODE,Mexico,Mexico,Full-Time,Spanish,Mexico,Female,Yes
629140eec2e9599e8b8ac91d,5bdf91dbb32fa800012ea282,APPROVED,2022-05-27 21:21:50.177000,2022-05-27 21:52:39.812000,1849.635,47,744,1,100,2022-05-27 22:09:36.334000,NOCODE,Mexico,Mexico,Full-Time,Spanish,Mexico,Male,No
6291414ebdb4e841e49213e1,613ad089983f33fc8194d601,APPROVED,2022-05-27 21:23:26.221000,2022-05-27 22:07:04.441000,2618.22,23,127,0,100,2022-05-27 22:09:36.395000,NOCODE,Mexico,Mexico,Part-Time,Spanish,Mexico,Male,No
62914154594270467eb4cd19,6169e8a8311d269013eb73c7,APPROVED,2022-05-27 21:23:36.143000,2022-05-27 21:50:03.594000,1587.451,26,206,1,100,2022-05-27 22:09:36.517000,NOCODE,Mexico,Mexico,Unemployed (and job seeking),Spanish,Mexico,Female,No
629141ad0efadce0665d9d35,60dec770e794837d68214ae1,APPROVED,2022-05-27 21:25:01.458000,2022-05-27 21:51:39.553000,1598.095,27,191,2,100,2022-05-27 22:09:37.433000,NOCODE,Mexico,Mexico,Part-Time,Spanish,Mexico,Male,No
629141adf1fc8de69d821105,613a3fa3cd445d55f2e1a486,APPROVED,2022-05-27 21:25:06.410000,2022-05-27 21:46:24.186000,1277.776,22,94,0,100,2022-05-27 22:09:38.910000,NOCODE,Mexico,Mexico,Unemployed (and job seeking),Spanish,Mexico,Female,Yes
629141b4676c89aeab5f9866,5ec2a21d6053200957b486f9,RETURNED,2022-05-27 21:25:16.591000,,165239.569019,26,318,1,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
629141e5067361cd6d79f367,610afdfedb8325ac8a155d00,APPROVED,2022-05-27 21:26:29.545000,2022-05-27 22:06:48.342000,2418.797,25,144,1,100,2022-05-27 22:09:39.884000,NO CODE,Mexico,Mexico,Full-Time,Spanish,Mexico,Female,No
629142ca1807fbc92377e988,61526e562a87079dc683ae46,APPROVED,2022-05-27 21:30:26.807000,2022-05-27 21:53:25.231000,1378.424,20,105,1,100,2022-05-27 22:09:40.187000,NOCODE,Mexico,Mexico,"Not in paid work (e.g. homemaker', 'retired or disabled)",Spanish,Mexico,Male,Yes
629142ddd3f9b3a845b376b9,6139133041546096188da709,APPROVED,2022-05-27 21:30:57.117000,2022-05-27 21:54:48.113000,1430.996,21,126,0,100,2022-05-27 22:09:40.434000,NOCODE,Mexico,Mexico,Other,Spanish,Mexico,Male,Yes
629142e7b9e0d1104ff6f38f,5f30c06d1cdf4953b62ae475,APPROVED,2022-05-27 21:30:15.857000,2022-05-27 22:14:01.957000,2626.1,22,97,0,100,2022-05-27 22:59:23.392000,NOCODE,Mexico,Mexico,Full-Time,Spanish,Mexico,Female,No
629142ef3e0845f43e6e1657,6039301619f2633730d2a3a5,APPROVED,2022-05-27 21:30:26.636000,2022-05-27 21:58:52.232000,1705.596,26,128,0,100,2022-05-27 22:09:40.692000,NOCODE,Mexico,Mexico,"Not in paid work (e.g. homemaker', 'retired or disabled)",Spanish,Mexico,Female,No
629142efc1b896e68851f30f,5f9afa6dffa5e21329cf3f6e,APPROVED,2022-05-27 21:30:23.977000,2022-05-27 21:57:51.929000,1647.952,21,171,1,100,2022-05-27 22:09:40.938000,NOCODE,Mexico,Mexico,Other,Spanish,Mexico,Male,Yes
629142f01d78e01b294eaee6,5f4310b391369a1776db2dde,APPROVED,2022-05-27 21:30:24.453000,2022-05-27 21:55:41.535000,1517.082,28,251,2,100,2022-05-27 22:09:41.118000,NOCODE,Mexico,Mexico,Unemployed (and job seeking),Spanish,Mexico,Male,Yes
629142f567f33514fdbf3d7e,6140bb0595c4f5df0b508bb2,TIMED-OUT,2022-05-27 21:30:39.680000,,164916.607717,24,85,1,100,,,Mexico,Mexico,Full-Time,Spanish,Mexico,Female,No
629142f6561f77fa38ee42ab,6142883565f2f12724b5e613,APPROVED,2022-05-27 21:30:33.814000,2022-05-27 21:44:37.368000,843.554,20,80,0,100,2022-05-27 22:09:41.264000,NOCODE,Mexico,Mexico,Part-Time,Spanish,Mexico,Female,Yes
629142f7748d286d88b21835,5ab33d98580b990001730708,APPROVED,2022-05-27 21:30:31.692000,2022-05-27 21:50:50.093000,1218.401,26,579,1,100,2022-05-27 22:09:41.417000,NOCODE,Mexico,Mexico,Full-Time,Spanish,Mexico,Male,Yes
629142f8fe461b9c4640bbdf,6146803aa756e3ec52f64a89,APPROVED,2022-05-27 21:31:07.142000,2022-05-27 22:04:45.169000,2018.027,24,63,0,100,2022-05-27 22:09:41.510000,NOCODE,Mexico,Mexico,Unemployed (and job seeking),Spanish,Mexico,Female,No
