"","daily_eng_use","eng_proficiency","L2_aoo","teaching","accentedness","comprehensibility","id","trash","participant","age","Country.of.Birth","Current.Country.of.Residence","First.Language","Nationality","Sex"
"2559",NA,NA,"6","No",2.962962963,6.140740854,"484549","sentence","5f8723a87c32d00e2d2bc8e4",22,"Mexico","Mexico","Spanish","Mexico","Female"
"2560",NA,NA,"6","No",1.014814871,4,"484271","sentence","5f8723a87c32d00e2d2bc8e4",22,"Mexico","Mexico","Spanish","Mexico","Female"
"2561",NA,NA,"6","No",1.014814871,4.992592706,"479845","sentence","5f8723a87c32d00e2d2bc8e4",22,"Mexico","Mexico","Spanish","Mexico","Female"
"2562",NA,NA,"6","No",6,8.962962963,"469440","sentence","5f8723a87c32d00e2d2bc8e4",22,"Mexico","Mexico","Spanish","Mexico","Female"
"2563",NA,NA,"6","No",4.977778117,8.081481934,"487969","sentence","5f8723a87c32d00e2d2bc8e4",22,"Mexico","Mexico","Spanish","Mexico","Female"
"2564",NA,NA,"6","No",7.037037037,8.785185637,"470901","sentence","5f8723a87c32d00e2d2bc8e4",22,"Mexico","Mexico","Spanish","Mexico","Female"
"2565",NA,NA,"6","No",6.074074074,8.903703478,"469883","sentence","5f8723a87c32d00e2d2bc8e4",22,"Mexico","Mexico","Spanish","Mexico","Female"
"2566",NA,NA,"6","No",4,8.940740515,"469909","sentence","5f8723a87c32d00e2d2bc8e4",22,"Mexico","Mexico","Spanish","Mexico","Female"
"2567",NA,NA,"6","No",3.518518519,7.592592593,"481532","sentence","5f8723a87c32d00e2d2bc8e4",22,"Mexico","Mexico","Spanish","Mexico","Female"
"2568",NA,NA,"6","No",6.844444557,8.037037037,"469635","sentence","5f8723a87c32d00e2d2bc8e4",22,"Mexico","Mexico","Spanish","Mexico","Female"
"2569",NA,NA,"6","No",3.051852191,8.051851626,"469805","sentence","5f8723a87c32d00e2d2bc8e4",22,"Mexico","Mexico","Spanish","Mexico","Female"
"2570",NA,NA,"6","No",2.962962963,6.992592706,"469805","sentence","5f8723a87c32d00e2d2bc8e4",22,"Mexico","Mexico","Spanish","Mexico","Female"
"2571",NA,NA,"6","No",3.977778117,7,"472268","sentence","5f8723a87c32d00e2d2bc8e4",22,"Mexico","Mexico","Spanish","Mexico","Female"
"2572",NA,NA,"6","No",4.970370257,8.911111337,"469431","sentence","5f8723a87c32d00e2d2bc8e4",22,"Mexico","Mexico","Spanish","Mexico","Female"
"2573",NA,NA,"6","No",2.970370257,7.933333785,"469875","sentence","5f8723a87c32d00e2d2bc8e4",22,"Mexico","Mexico","Spanish","Mexico","Female"
"2574",NA,NA,"6","No",2.911111337,6.925925926,"485605","sentence","5f8723a87c32d00e2d2bc8e4",22,"Mexico","Mexico","Spanish","Mexico","Female"
"2575","9.0859375","6.010416667","6","No",1,2.052083333,"484271","sentence","5f95155d7ae37e0009ed42ac",22,"Mexico","Mexico","Spanish","Mexico","Male"
"2576",NA,NA,"6","No",7.010416667,8.96875,"472268","sentence","5f95155d7ae37e0009ed42ac",22,"Mexico","Mexico","Spanish","Mexico","Male"
"2577",NA,NA,"6","No",1.947916667,1.947916667,"484573","sentence","5f95155d7ae37e0009ed42ac",22,"Mexico","Mexico","Spanish","Mexico","Male"
"2578",NA,NA,"6","No",2.083333333,3.96875,"484549","sentence","5f95155d7ae37e0009ed42ac",22,"Mexico","Mexico","Spanish","Mexico","Male"
"2579",NA,NA,"6","No",8.96875,8.979166667,"469440","sentence","5f95155d7ae37e0009ed42ac",22,"Mexico","Mexico","Spanish","Mexico","Male"
"2580",NA,NA,"6","No",8.03125,8.979166667,"469440","sentence","5f95155d7ae37e0009ed42ac",22,"Mexico","Mexico","Spanish","Mexico","Male"
"2581",NA,NA,"6","No",5,4.041666667,"469581","sentence","5f95155d7ae37e0009ed42ac",22,"Mexico","Mexico","Spanish","Mexico","Male"
"2582",NA,NA,"6","No",8.9375,6.958333333,"480419","sentence","5f95155d7ae37e0009ed42ac",22,"Mexico","Mexico","Spanish","Mexico","Male"
"2583",NA,NA,"6","No",3.947916667,4,"485567","sentence","5f95155d7ae37e0009ed42ac",22,"Mexico","Mexico","Spanish","Mexico","Male"
"2584",NA,NA,"6","No",7,9,"469909","sentence","5f95155d7ae37e0009ed42ac",22,"Mexico","Mexico","Spanish","Mexico","Male"
"2585",NA,NA,"6","No",4.958333333,7.958333333,"469805","sentence","5f95155d7ae37e0009ed42ac",22,"Mexico","Mexico","Spanish","Mexico","Male"
"2586",NA,NA,"6","No",7.96875,7,"469553","sentence","5f95155d7ae37e0009ed42ac",22,"Mexico","Mexico","Spanish","Mexico","Male"
"2587",NA,NA,"6","No",7.979166667,6.958333333,"485507","sentence","5f95155d7ae37e0009ed42ac",22,"Mexico","Mexico","Spanish","Mexico","Male"
"2588",NA,NA,"6","No",7.958333333,6.927083333,"479904","sentence","5f95155d7ae37e0009ed42ac",22,"Mexico","Mexico","Spanish","Mexico","Male"
"2589",NA,NA,"6","No",4.09375,7.927083333,"487969","sentence","5f95155d7ae37e0009ed42ac",22,"Mexico","Mexico","Spanish","Mexico","Male"
"2590",NA,NA,"6","No",7,5.03125,"477072","sentence","5f95155d7ae37e0009ed42ac",22,"Mexico","Mexico","Spanish","Mexico","Male"
"2591",NA,NA,"6","No",8.010416667,8.010416667,"469875","sentence","5f95155d7ae37e0009ed42ac",22,"Mexico","Mexico","Spanish","Mexico","Male"
"2592",NA,NA,"6","No",6.90625,8.03125,"485605","sentence","5f95155d7ae37e0009ed42ac",22,"Mexico","Mexico","Spanish","Mexico","Male"
"2593",NA,NA,"6","No",8.072916667,7.020833333,"469614","sentence","5f95155d7ae37e0009ed42ac",22,"Mexico","Mexico","Spanish","Mexico","Male"
"2594",NA,NA,"6","No",7.020833333,7.041666667,"469614","sentence","5f95155d7ae37e0009ed42ac",22,"Mexico","Mexico","Spanish","Mexico","Male"
"2595",NA,NA,"6","No",4,6.0625,"469805","sentence","5f95155d7ae37e0009ed42ac",22,"Mexico","Mexico","Spanish","Mexico","Male"
"2596",NA,NA,"6","No",7.104166667,5.010416667,"484860","sentence","5f95155d7ae37e0009ed42ac",22,"Mexico","Mexico","Spanish","Mexico","Male"
"2597",NA,NA,"6","No",6.114583333,5.03125,"484860","sentence","5f95155d7ae37e0009ed42ac",22,"Mexico","Mexico","Spanish","Mexico","Male"
"2598",NA,NA,"6","No",5.03125,5.03125,"472263","sentence","5f95155d7ae37e0009ed42ac",22,"Mexico","Mexico","Spanish","Mexico","Male"
"2599",NA,NA,"6","No",8.989583333,7.96875,"469883","sentence","5f95155d7ae37e0009ed42ac",22,"Mexico","Mexico","Spanish","Mexico","Male"
"2600",NA,NA,"6","No",5.979166667,5.03125,"477072","sentence","5f95155d7ae37e0009ed42ac",22,"Mexico","Mexico","Spanish","Mexico","Male"
"2601",NA,NA,"6","No",8.072916667,7.989583333,"469553","sentence","5f95155d7ae37e0009ed42ac",22,"Mexico","Mexico","Spanish","Mexico","Male"
"2602",NA,NA,"6","No",6.9375,6.989583333,"470408","sentence","5f95155d7ae37e0009ed42ac",22,"Mexico","Mexico","Spanish","Mexico","Male"
"2603",NA,NA,"6","No",1.010416667,1.010416667,"471720","sentence","5f95155d7ae37e0009ed42ac",22,"Mexico","Mexico","Spanish","Mexico","Male"
"2604",NA,NA,"6","No",4.958333333,6.9375,"469639","sentence","5f95155d7ae37e0009ed42ac",22,"Mexico","Mexico","Spanish","Mexico","Male"
"2605",NA,NA,"6","No",8.114583333,9,"485605","sentence","5f95155d7ae37e0009ed42ac",22,"Mexico","Mexico","Spanish","Mexico","Male"
"2606",NA,NA,"6","No",8.958333333,8.958333333,"488322","sentence","5f95155d7ae37e0009ed42ac",22,"Mexico","Mexico","Spanish","Mexico","Male"
"2607",NA,NA,"6","No",1.083333333,2.989583333,"484271","sentence","5f95155d7ae37e0009ed42ac",22,"Mexico","Mexico","Spanish","Mexico","Male"
"2608",NA,NA,"6","No",3.916666667,8.947916667,"485567","sentence","5f95155d7ae37e0009ed42ac",22,"Mexico","Mexico","Spanish","Mexico","Male"
"2609",NA,NA,"6","No",7.083333333,8.916666667,"469875","sentence","5f95155d7ae37e0009ed42ac",22,"Mexico","Mexico","Spanish","Mexico","Male"
"2610",NA,NA,"6","No",6.947916667,7.989583333,"469431","sentence","5f95155d7ae37e0009ed42ac",22,"Mexico","Mexico","Spanish","Mexico","Male"
"2611",NA,NA,"6","No",4.010416667,6.010416667,"479904","sentence","5f95155d7ae37e0009ed42ac",22,"Mexico","Mexico","Spanish","Mexico","Male"
"2612",NA,NA,"6","No",2.9375,7,"484457","sentence","5f95155d7ae37e0009ed42ac",22,"Mexico","Mexico","Spanish","Mexico","Male"
"2613",NA,NA,"6","No",9,7.96875,"470901","sentence","5f95155d7ae37e0009ed42ac",22,"Mexico","Mexico","Spanish","Mexico","Male"
"2614",NA,NA,"6","No",3.916666667,7.041666667,"469865","sentence","5f95155d7ae37e0009ed42ac",22,"Mexico","Mexico","Spanish","Mexico","Male"
"2615",NA,NA,"6","No",2.979166667,7.989583333,"469431","sentence","5f95155d7ae37e0009ed42ac",22,"Mexico","Mexico","Spanish","Mexico","Male"
"2616",NA,NA,"6","No",7.989583333,7.010416667,"472263","sentence","5f95155d7ae37e0009ed42ac",22,"Mexico","Mexico","Spanish","Mexico","Male"
"2617",NA,NA,"6","No",1.958333333,6.958333333,"485976","sentence","5f95155d7ae37e0009ed42ac",22,"Mexico","Mexico","Spanish","Mexico","Male"
"2618",NA,NA,"6","No",3.958333333,5.96875,"469495","sentence","5f95155d7ae37e0009ed42ac",22,"Mexico","Mexico","Spanish","Mexico","Male"
"2619",NA,NA,"6","No",5.020833333,6.041666667,"469639","sentence","5f95155d7ae37e0009ed42ac",22,"Mexico","Mexico","Spanish","Mexico","Male"
"2620",NA,NA,"6","No",2.03125,7.03125,"485976","sentence","5f95155d7ae37e0009ed42ac",22,"Mexico","Mexico","Spanish","Mexico","Male"
"2621",NA,NA,"6","No",6,6.052083333,"469909","sentence","5f95155d7ae37e0009ed42ac",22,"Mexico","Mexico","Spanish","Mexico","Male"
"2622",NA,NA,"6","No",4.979166667,6.020833333,"472268","sentence","5f95155d7ae37e0009ed42ac",22,"Mexico","Mexico","Spanish","Mexico","Male"
"2623",NA,NA,"6","No",1.927083333,5.9375,"484573","sentence","5f95155d7ae37e0009ed42ac",22,"Mexico","Mexico","Spanish","Mexico","Male"
"2624",NA,NA,"6","No",3.989583333,2.895833333,"469635","sentence","5f95155d7ae37e0009ed42ac",22,"Mexico","Mexico","Spanish","Mexico","Male"
"2625",NA,NA,"6","No",3.958333333,4.90625,"481532","sentence","5f95155d7ae37e0009ed42ac",22,"Mexico","Mexico","Spanish","Mexico","Male"
"2626",NA,NA,"6","No",7.03125,4.020833333,"479845","sentence","5f95155d7ae37e0009ed42ac",22,"Mexico","Mexico","Spanish","Mexico","Male"
"2627",NA,NA,"6","No",3.96875,6.020833333,"469737","sentence","5f95155d7ae37e0009ed42ac",22,"Mexico","Mexico","Spanish","Mexico","Male"
"2628",NA,NA,"6","No",3.020833333,6.96875,"469558","sentence","5f95155d7ae37e0009ed42ac",22,"Mexico","Mexico","Spanish","Mexico","Male"
"2629",NA,NA,"6","No",2.895833333,5.916666667,"469558","sentence","5f95155d7ae37e0009ed42ac",22,"Mexico","Mexico","Spanish","Mexico","Male"
"2630",NA,NA,"6","No",4.0625,6.947916667,"469495","sentence","5f95155d7ae37e0009ed42ac",22,"Mexico","Mexico","Spanish","Mexico","Male"
"2631",NA,NA,"6","No",7.010416667,8.0625,"480419","sentence","5f95155d7ae37e0009ed42ac",22,"Mexico","Mexico","Spanish","Mexico","Male"
"2632",NA,NA,"6","No",4.083333333,4.989583333,"485507","sentence","5f95155d7ae37e0009ed42ac",22,"Mexico","Mexico","Spanish","Mexico","Male"
"2633",NA,NA,"6","No",6.895833333,6.979166667,"470901","sentence","5f95155d7ae37e0009ed42ac",22,"Mexico","Mexico","Spanish","Mexico","Male"
"2634",NA,NA,"6","No",8.020833333,7.96875,"469883","sentence","5f95155d7ae37e0009ed42ac",22,"Mexico","Mexico","Spanish","Mexico","Male"
"2635",NA,NA,"6","No",5.96875,5.989583333,"481962","sentence","5f95155d7ae37e0009ed42ac",22,"Mexico","Mexico","Spanish","Mexico","Male"
"2636",NA,NA,"6","No",4.041666667,7.010416667,"475707","sentence","5f95155d7ae37e0009ed42ac",22,"Mexico","Mexico","Spanish","Mexico","Male"
"2637",NA,NA,"6","No",5.072916667,6.947916667,"469865","sentence","5f95155d7ae37e0009ed42ac",22,"Mexico","Mexico","Spanish","Mexico","Male"
"2638",NA,NA,"6","No",3.083333333,3.083333333,"469635","sentence","5f95155d7ae37e0009ed42ac",22,"Mexico","Mexico","Spanish","Mexico","Male"
"2639",NA,NA,"6","No",1.9375,1.010416667,"481532","sentence","5f95155d7ae37e0009ed42ac",22,"Mexico","Mexico","Spanish","Mexico","Male"
"2640",NA,NA,"6","No",1.947916667,1,"471720","sentence","5f95155d7ae37e0009ed42ac",22,"Mexico","Mexico","Spanish","Mexico","Male"
"2641",NA,NA,"6","No",4.09375,5.9375,"469737","sentence","5f95155d7ae37e0009ed42ac",22,"Mexico","Mexico","Spanish","Mexico","Male"
"2642",NA,NA,"6","No",3.989583333,5.010416667,"469581","sentence","5f95155d7ae37e0009ed42ac",22,"Mexico","Mexico","Spanish","Mexico","Male"
"2643",NA,NA,"6","No",6,7.947916667,"470408","sentence","5f95155d7ae37e0009ed42ac",22,"Mexico","Mexico","Spanish","Mexico","Male"
"2644",NA,NA,"6","No",1.989583333,4.083333333,"487696","sentence","5f95155d7ae37e0009ed42ac",22,"Mexico","Mexico","Spanish","Mexico","Male"
"2645",NA,NA,"6","No",1.010416667,3.072916667,"484549","sentence","5f95155d7ae37e0009ed42ac",22,"Mexico","Mexico","Spanish","Mexico","Male"
"2646",NA,NA,"6","No",3.0625,6.03125,"487969","sentence","5f95155d7ae37e0009ed42ac",22,"Mexico","Mexico","Spanish","Mexico","Male"
"2647",NA,NA,"6","No",3.90625,5.947916667,"487696","sentence","5f95155d7ae37e0009ed42ac",22,"Mexico","Mexico","Spanish","Mexico","Male"
"2648",NA,NA,"6","No",5.041666667,6.072916667,"475707","sentence","5f95155d7ae37e0009ed42ac",22,"Mexico","Mexico","Spanish","Mexico","Male"
"2649",NA,NA,"6","No",8.072916667,2.958333333,"481962","sentence","5f95155d7ae37e0009ed42ac",22,"Mexico","Mexico","Spanish","Mexico","Male"
"2650",NA,NA,"6","No",3.09375,7.104166667,"479845","sentence","5f95155d7ae37e0009ed42ac",22,"Mexico","Mexico","Spanish","Mexico","Male"
"2651",NA,NA,"6","No",6.958333333,6.072916667,"488322","sentence","5f95155d7ae37e0009ed42ac",22,"Mexico","Mexico","Spanish","Mexico","Male"
"2652",NA,NA,"6","No",4.104166667,6.927083333,"484457","sentence","5f95155d7ae37e0009ed42ac",22,"Mexico","Mexico","Spanish","Mexico","Male"
"2653","2.40833346","4.948148374","8","no",7.022222448,8.903703478,"469431","sentence","5f9afa6dffa5e21329cf3f6e",21,"Mexico","Mexico","Spanish","Mexico","Male"
"2654",NA,NA,"8","no",4.081481368,6.918518632,"469909","sentence","5f9afa6dffa5e21329cf3f6e",21,"Mexico","Mexico","Spanish","Mexico","Male"
"2655",NA,NA,"8","no",1.06666678,4.992592706,"469639","sentence","5f9afa6dffa5e21329cf3f6e",21,"Mexico","Mexico","Spanish","Mexico","Male"
"2656",NA,NA,"8","no",1.029629743,3.622222335,"485976","sentence","5f9afa6dffa5e21329cf3f6e",21,"Mexico","Mexico","Spanish","Mexico","Male"
"2657",NA,NA,"8","no",1.725925869,6.540740967,"469558","sentence","5f9afa6dffa5e21329cf3f6e",21,"Mexico","Mexico","Spanish","Mexico","Male"
"2658",NA,NA,"8","no",8.985185411,8.985185411,"469875","sentence","5f9afa6dffa5e21329cf3f6e",21,"Mexico","Mexico","Spanish","Mexico","Male"
"2659",NA,NA,"8","no",3.548148261,2.970370257,"469865","sentence","5f9afa6dffa5e21329cf3f6e",21,"Mexico","Mexico","Spanish","Mexico","Male"
"2660",NA,NA,"8","no",7.348148487,6.444444444,"475707","sentence","5f9afa6dffa5e21329cf3f6e",21,"Mexico","Mexico","Spanish","Mexico","Male"
"2661",NA,NA,"8","no",2.296296296,3.162963302,"472263","sentence","5f9afa6dffa5e21329cf3f6e",21,"Mexico","Mexico","Spanish","Mexico","Male"
"2662",NA,NA,"8","no",3.985185411,6.118518405,"487969","sentence","5f9afa6dffa5e21329cf3f6e",21,"Mexico","Mexico","Spanish","Mexico","Male"
"2663",NA,NA,"8","no",6.748148035,1.007407577,"484860","sentence","5f9afa6dffa5e21329cf3f6e",21,"Mexico","Mexico","Spanish","Mexico","Male"
"2664",NA,NA,"8","no",5.844444557,4.962962963,"469553","sentence","5f9afa6dffa5e21329cf3f6e",21,"Mexico","Mexico","Spanish","Mexico","Male"
"2665",NA,NA,"8","no",4.481481481,3.985185411,"485507","sentence","5f9afa6dffa5e21329cf3f6e",21,"Mexico","Mexico","Spanish","Mexico","Male"
"2666",NA,NA,"8","no",4.185185185,7.155555443,"469909","sentence","5f9afa6dffa5e21329cf3f6e",21,"Mexico","Mexico","Spanish","Mexico","Male"
"2667",NA,NA,"8","no",2.237037094,1,"471720","sentence","5f9afa6dffa5e21329cf3f6e",21,"Mexico","Mexico","Spanish","Mexico","Male"
"2668",NA,NA,"8","no",3.125926265,7.333333333,"469805","sentence","5f9afa6dffa5e21329cf3f6e",21,"Mexico","Mexico","Spanish","Mexico","Male"
"2669",NA,NA,"8","no",6.466666893,5.111111111,"480419","sentence","5f9afa6dffa5e21329cf3f6e",21,"Mexico","Mexico","Spanish","Mexico","Male"
"2670",NA,NA,"8","no",4.007407294,2.977778117,"479904","sentence","5f9afa6dffa5e21329cf3f6e",21,"Mexico","Mexico","Spanish","Mexico","Male"
"2671",NA,NA,"8","no",7.348148487,7.029629743,"470901","sentence","5f9afa6dffa5e21329cf3f6e",21,"Mexico","Mexico","Spanish","Mexico","Male"
"2672",NA,NA,"8","no",4.170370596,6.844444557,"485605","sentence","5f9afa6dffa5e21329cf3f6e",21,"Mexico","Mexico","Spanish","Mexico","Male"
"2673",NA,NA,"8","no",7.962962963,8.6222229,"470408","sentence","5f9afa6dffa5e21329cf3f6e",21,"Mexico","Mexico","Spanish","Mexico","Male"
"2674",NA,NA,"8","no",3.688889115,6.622222335,"485567","sentence","5f9afa6dffa5e21329cf3f6e",21,"Mexico","Mexico","Spanish","Mexico","Male"
"2675",NA,NA,"8","no",2.155555725,1.355555499,"484271","sentence","5f9afa6dffa5e21329cf3f6e",21,"Mexico","Mexico","Spanish","Mexico","Male"
"2676",NA,NA,"8","no",3.955555669,5.096296522,"480419","sentence","5f9afa6dffa5e21329cf3f6e",21,"Mexico","Mexico","Spanish","Mexico","Male"
"2677",NA,NA,"8","no",5.362963076,7.06666678,"479845","sentence","5f9afa6dffa5e21329cf3f6e",21,"Mexico","Mexico","Spanish","Mexico","Male"
"2678",NA,NA,"8","no",3.666666667,7.111111111,"477072","sentence","5f9afa6dffa5e21329cf3f6e",21,"Mexico","Mexico","Spanish","Mexico","Male"
"2679",NA,NA,"8","no",2.644444784,7.429629856,"470408","sentence","5f9afa6dffa5e21329cf3f6e",21,"Mexico","Mexico","Spanish","Mexico","Male"
"2680",NA,NA,"8","no",3.985185411,4.970370257,"481962","sentence","5f9afa6dffa5e21329cf3f6e",21,"Mexico","Mexico","Spanish","Mexico","Male"
"2681",NA,NA,"8","no",1.037037037,4.229629517,"484549","sentence","5f9afa6dffa5e21329cf3f6e",21,"Mexico","Mexico","Spanish","Mexico","Male"
"2682",NA,NA,"8","no",1.962962963,5.022222448,"485976","sentence","5f9afa6dffa5e21329cf3f6e",21,"Mexico","Mexico","Spanish","Mexico","Male"
"2683",NA,NA,"8","no",3.31111145,5.866667006,"479904","sentence","5f9afa6dffa5e21329cf3f6e",21,"Mexico","Mexico","Spanish","Mexico","Male"
"2684",NA,NA,"8","no",2.829629969,1.281481425,"484573","sentence","5f9afa6dffa5e21329cf3f6e",21,"Mexico","Mexico","Spanish","Mexico","Male"
"2685",NA,NA,"8","no",3.837037263,7.222222222,"469865","sentence","5f9afa6dffa5e21329cf3f6e",21,"Mexico","Mexico","Spanish","Mexico","Male"
"2686",NA,NA,"8","no",1.029629743,1.785185355,"484271","sentence","5f9afa6dffa5e21329cf3f6e",21,"Mexico","Mexico","Spanish","Mexico","Male"
"2687",NA,NA,"8","no",6.274074413,8.259259259,"488322","sentence","5f9afa6dffa5e21329cf3f6e",21,"Mexico","Mexico","Spanish","Mexico","Male"
"2688",NA,NA,"8","no",4.051852191,2.985185411,"481532","sentence","5f9afa6dffa5e21329cf3f6e",21,"Mexico","Mexico","Spanish","Mexico","Male"
"2689",NA,NA,"8","no",6.896296183,8.703703704,"469614","sentence","5f9afa6dffa5e21329cf3f6e",21,"Mexico","Mexico","Spanish","Mexico","Male"
"2690",NA,NA,"8","no",1.488889058,6.177777891,"484549","sentence","5f9afa6dffa5e21329cf3f6e",21,"Mexico","Mexico","Spanish","Mexico","Male"
"2691",NA,NA,"8","no",3,6.074074074,"479845","sentence","5f9afa6dffa5e21329cf3f6e",21,"Mexico","Mexico","Spanish","Mexico","Male"
"2692",NA,NA,"8","no",2.525926095,4.570370709,"487969","sentence","5f9afa6dffa5e21329cf3f6e",21,"Mexico","Mexico","Spanish","Mexico","Male"
"2693",NA,NA,"8","no",2.503703647,6.533333672,"469635","sentence","5f9afa6dffa5e21329cf3f6e",21,"Mexico","Mexico","Spanish","Mexico","Male"
"2694",NA,NA,"8","no",5.511111224,8.051851626,"475707","sentence","5f9afa6dffa5e21329cf3f6e",21,"Mexico","Mexico","Spanish","Mexico","Male"
"2695",NA,NA,"8","no",6.496296635,8.696296974,"472263","sentence","5f9afa6dffa5e21329cf3f6e",21,"Mexico","Mexico","Spanish","Mexico","Male"
"2696",NA,NA,"8","no",4.637036924,6.103703817,"485507","sentence","5f9afa6dffa5e21329cf3f6e",21,"Mexico","Mexico","Spanish","Mexico","Male"
"2697",NA,NA,"8","no",1.518518519,6.829629969,"487696","sentence","5f9afa6dffa5e21329cf3f6e",21,"Mexico","Mexico","Spanish","Mexico","Male"
"2698",NA,NA,"8","no",3.903704043,7.985185411,"469635","sentence","5f9afa6dffa5e21329cf3f6e",21,"Mexico","Mexico","Spanish","Mexico","Male"
"2699",NA,NA,"8","no",2.592592593,5.599999887,"469495","sentence","5f9afa6dffa5e21329cf3f6e",21,"Mexico","Mexico","Spanish","Mexico","Male"
"2700",NA,NA,"8","no",2.592592593,7.666666667,"469495","sentence","5f9afa6dffa5e21329cf3f6e",21,"Mexico","Mexico","Spanish","Mexico","Male"
"2701",NA,NA,"8","no",8.511111789,8.940740515,"485605","sentence","5f9afa6dffa5e21329cf3f6e",21,"Mexico","Mexico","Spanish","Mexico","Male"
"2702",NA,NA,"8","no",7.637037489,8.659259937,"469883","sentence","5f9afa6dffa5e21329cf3f6e",21,"Mexico","Mexico","Spanish","Mexico","Male"
"2703",NA,NA,"8","no",3.481481481,7.162963302,"469737","sentence","5f9afa6dffa5e21329cf3f6e",21,"Mexico","Mexico","Spanish","Mexico","Male"
"2704",NA,NA,"8","no",5.577778004,8.37777823,"488322","sentence","5f9afa6dffa5e21329cf3f6e",21,"Mexico","Mexico","Spanish","Mexico","Male"
"2705",NA,NA,"8","no",2.585185298,1.992592706,"481532","sentence","5f9afa6dffa5e21329cf3f6e",21,"Mexico","Mexico","Spanish","Mexico","Male"
"2706",NA,NA,"8","no",6.525925813,8.6222229,"469614","sentence","5f9afa6dffa5e21329cf3f6e",21,"Mexico","Mexico","Spanish","Mexico","Male"
"2707",NA,NA,"8","no",4.488888776,2.992592706,"477072","sentence","5f9afa6dffa5e21329cf3f6e",21,"Mexico","Mexico","Spanish","Mexico","Male"
"2708",NA,NA,"8","no",5.325926039,8.466666893,"469883","sentence","5f9afa6dffa5e21329cf3f6e",21,"Mexico","Mexico","Spanish","Mexico","Male"
"2709",NA,NA,"8","no",4.62962963,7.933333785,"469440","sentence","5f9afa6dffa5e21329cf3f6e",21,"Mexico","Mexico","Spanish","Mexico","Male"
"2710",NA,NA,"8","no",4.518518519,3.733333446,"481962","sentence","5f9afa6dffa5e21329cf3f6e",21,"Mexico","Mexico","Spanish","Mexico","Male"
"2711",NA,NA,"8","no",4.007407294,8.807408086,"469875","sentence","5f9afa6dffa5e21329cf3f6e",21,"Mexico","Mexico","Spanish","Mexico","Male"
"2712",NA,NA,"8","no",3.496296635,2.014814871,"484573","sentence","5f9afa6dffa5e21329cf3f6e",21,"Mexico","Mexico","Spanish","Mexico","Male"
"2713",NA,NA,"8","no",2.503703647,5.385185524,"472268","sentence","5f9afa6dffa5e21329cf3f6e",21,"Mexico","Mexico","Spanish","Mexico","Male"
"2714",NA,NA,"8","no",3.533333672,5.992592706,"469639","sentence","5f9afa6dffa5e21329cf3f6e",21,"Mexico","Mexico","Spanish","Mexico","Male"
"2715",NA,NA,"8","no",3.511111224,2.081481651,"469581","sentence","5f9afa6dffa5e21329cf3f6e",21,"Mexico","Mexico","Spanish","Mexico","Male"
"2716",NA,NA,"8","no",3.459259598,6.592592593,"469581","sentence","5f9afa6dffa5e21329cf3f6e",21,"Mexico","Mexico","Spanish","Mexico","Male"
"2717",NA,NA,"8","no",3.977778117,6.007407294,"469553","sentence","5f9afa6dffa5e21329cf3f6e",21,"Mexico","Mexico","Spanish","Mexico","Male"
"2718",NA,NA,"8","no",3.014815154,7.637037489,"484457","sentence","5f9afa6dffa5e21329cf3f6e",21,"Mexico","Mexico","Spanish","Mexico","Male"
"2719",NA,NA,"8","no",6.540740967,8.970370822,"469440","sentence","5f9afa6dffa5e21329cf3f6e",21,"Mexico","Mexico","Spanish","Mexico","Male"
"2720",NA,NA,"8","no",1.059259203,7.400000678,"469431","sentence","5f9afa6dffa5e21329cf3f6e",21,"Mexico","Mexico","Spanish","Mexico","Male"
"2721",NA,NA,"8","no",2.785185072,6.955555669,"484457","sentence","5f9afa6dffa5e21329cf3f6e",21,"Mexico","Mexico","Spanish","Mexico","Male"
"2722",NA,NA,"8","no",4,2.044444614,"471720","sentence","5f9afa6dffa5e21329cf3f6e",21,"Mexico","Mexico","Spanish","Mexico","Male"
"2723",NA,NA,"8","no",4.429629856,6.977778117,"472268","sentence","5f9afa6dffa5e21329cf3f6e",21,"Mexico","Mexico","Spanish","Mexico","Male"
"2724",NA,NA,"8","no",3.985185411,8.592592593,"469558","sentence","5f9afa6dffa5e21329cf3f6e",21,"Mexico","Mexico","Spanish","Mexico","Male"
"2725",NA,NA,"8","no",4.555555556,4.977778117,"469737","sentence","5f9afa6dffa5e21329cf3f6e",21,"Mexico","Mexico","Spanish","Mexico","Male"
"2726",NA,NA,"8","no",6.570370709,6.059259485,"470901","sentence","5f9afa6dffa5e21329cf3f6e",21,"Mexico","Mexico","Spanish","Mexico","Male"
"2727",NA,NA,"8","no",2.992592706,6.977778117,"485567","sentence","5f9afa6dffa5e21329cf3f6e",21,"Mexico","Mexico","Spanish","Mexico","Male"
"2728",NA,NA,"8","no",2.814814815,4.096296522,"469805","sentence","5f9afa6dffa5e21329cf3f6e",21,"Mexico","Mexico","Spanish","Mexico","Male"
"2729",NA,NA,"8","no",3.985185411,3.014815154,"484860","sentence","5f9afa6dffa5e21329cf3f6e",21,"Mexico","Mexico","Spanish","Mexico","Male"
"2730",NA,NA,"8","no",3.585185298,8.00740786,"487696","sentence","5f9afa6dffa5e21329cf3f6e",21,"Mexico","Mexico","Spanish","Mexico","Male"
