eng_proficiency.response,eng_proficiency.rt,eng_proficiency.started,eng_proficiency.stopped,text.started,text.stopped,eng_proficiency_2.response,eng_proficiency_2.rt,eng_proficiency_2.started,eng_proficiency_2.stopped,text_2.started,text_2.stopped,participant,Cuántos años tenía cuando ud. empezó a aprender el inglés?,Ha enseñado el español cómo seguna lengua?,date,expName,psychopyVersion,frameRate,
4.24,1.092919582966715,6.05346633400768,None,6.05346633400768,None,4.342222222222222,1.597201291937381,7.161951291956939,None,7.161951291956939,None,,,,,,,,
