stim,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text_3.started,text_3.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,eng_proficiency.response,eng_proficiency.rt,eng_proficiency.started,eng_proficiency.stopped,text.started,text.stopped,eng_proficiency_2.response,eng_proficiency_2.rt,eng_proficiency_2.started,eng_proficiency_2.stopped,text_2.started,text_2.stopped,accent_rating.response,accent_rating.rt,accent_rating.started,accent_rating.stopped,text_4.started,text_4.stopped,text_6.started,text_6.stopped,sound_2.started,sound_2.stopped,accent_rating_2.response,accent_rating_2.rt,accent_rating_2.started,accent_rating_2.stopped,text_5.started,text_5.stopped,text_7.started,text_7.stopped,sound_1.started,sound_1.stopped,participant,Cuántos años tenía cuando ud. empezó a aprender el inglés?,Ha enseñado el español cómo seguna lengua?,date,expName,psychopyVersion,frameRate,
,,,,,7.369028209010139,None,space,0.6041609169915318,7.369028209010139,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022_May_27_1415,ratings_exp,2021.2.3,59.64512629414228,
469635_sentence_2.wav,0,0,0,15,,,,,,,3.95,2.6152640000218526,8.021775166969746,None,8.021775166969746,None,4.066666666666666,1.4819447089685127,10.625247208983637,None,10.625247208983637,None,6.475555555555555,2.570530291995965,12.643346584052779,None,12.643346584052779,None,12.149771917029284,12.657340249978006,12.642268046236131,None,5.942222222222222,1.497703667031601,15.22483275004197,None,15.22483275004197,None,14.725391624961048,15.22483275004197,15.225589171249885,None,,,,2022_May_27_1415,ratings_exp,2021.2.3,59.64512629414228,
