eng_proficiency.response,eng_proficiency.rt,eng_proficiency.started,eng_proficiency.stopped,text.started,text.stopped,eng_proficiency_2.response,eng_proficiency_2.rt,eng_proficiency_2.started,eng_proficiency_2.stopped,text_2.started,text_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
5.21,6.325742584071122,6.067474666051567,None,6.067474666051567,None,4.937777777777778,5.13085170800332,12.40936937497463,None,12.40936937497463,None,,,,,,,
