text_3.started,text_3.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,eng_proficiency.response,eng_proficiency.rt,eng_proficiency.started,eng_proficiency.stopped,text.started,text.stopped,eng_proficiency_2.response,eng_proficiency_2.rt,eng_proficiency_2.started,eng_proficiency_2.stopped,text_2.started,text_2.stopped,accent_rating.response,accent_rating.rt,accent_rating.started,accent_rating.stopped,text_4.started,text_4.stopped,participant,Cuántos años tenía cuando ud. empezó a aprender el inglés?,Ha enseñado el español cómo seguna lengua?,date,expName,psychopyVersion,frameRate,
5.758013959042728,None,space,0.3153673750348389,5.758013959042728,None,,,,,,,,,,,,,,,,,,,,,,2022_May_27_1353,ratings_exp,2021.2.3,59.7063642419212,
,,,,,,4.6,2.014189917012118,6.111634959001094,None,6.111634959001094,None,4.306666666666667,0.6315805830527097,8.136413958971389,None,8.136413958971389,None,4.6177777777777775,9.232339584035799,8.786557083949447,None,8.786557083949447,None,,,,,,,,
