eng_proficiency.response,eng_proficiency.rt,eng_proficiency.started,eng_proficiency.stopped,text.started,text.stopped,participant,session,date,expName,psychopyVersion,frameRate,
8.964444444444444,11.73016799998004,5.238926333026029,None,5.238926333026029,None,,,,,,,
