text_3.started,text_3.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,eng_proficiency.response,eng_proficiency.rt,eng_proficiency.started,eng_proficiency.stopped,text.started,text.stopped,eng_proficiency_2.response,eng_proficiency_2.rt,eng_proficiency_2.started,eng_proficiency_2.stopped,text_2.started,text_2.stopped,accent_rating.response,accent_rating.rt,accent_rating.started,accent_rating.stopped,text_4.started,text_4.stopped,text_6.started,text_6.stopped,accent_rating_2.response,accent_rating_2.rt,accent_rating_2.started,accent_rating_2.stopped,text_5.started,text_5.stopped,text_7.started,text_7.stopped,participant,Cuántos años tenía cuando ud. empezó a aprender el inglés?,Ha enseñado el español cómo seguna lengua?,date,expName,psychopyVersion,frameRate,
6.34175458305981,None,space,2.3435190410818905,6.34175458305981,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022_May_27_1356,ratings_exp,2021.2.3,59.784000140799,
,,,,,,4.67,1.011272040894255,8.732361332979053,None,8.732361332979053,None,4.84,0.765232166973874,9.741327958065085,None,9.741327958065085,None,5.497777777777777,2.315188499982469,11.00807983300183,None,11.00807983300183,None,10.52362200000789,11.024182000081055,4.768888888888888,14.449120917008258,13.341308749979362,None,13.341308749979362,None,12.85670987505,13.357288707979023,,,,,,,,
