eng_proficiency.response,eng_proficiency.rt,eng_proficiency.started,eng_proficiency.stopped,text.started,text.stopped,participant,session,date,expName,psychopyVersion,frameRate,
3.968888888888889,2.6728836249094456,47.00658016605303,None,47.00658016605303,None,,,,,,,
