eng_proficiency.response,eng_proficiency.rt,eng_proficiency.started,eng_proficiency.stopped,participant,session,date,expName,psychopyVersion,frameRate,
5.1066666666666665,1.9428049999987707,7.651521624997258,None,,,,,,,
