"Block_Nr","Block_Name","Task_Nr","Task_Name","Trial_Nr","Trial_Id","Condition_Id","hunter_story","prolific_id","q1","q2","q3","completed","crowdsourcing_code","crowdsourcing_subj_id","end_time","exp_subject_id","group_name","rec_session_id","session_name","session_nr","start_time","subj_counter_global","subj_counter_per_group","subject_code","time_delay_offset","time_measure_std","unlocked"
1,"block_1",1,"task_1","1","1","1","blockNr_1_taskNr_1_trialNr_1_hunter_story.mp3","5dc483cf74939e34e55c3619","","","","yes","","","2022-05-04T19:27:46.000Z",416927,"group_1",469553,"session_1",1,"2022-05-04T19:19:34.000Z","","","","not measured","",true
1,"block_1",1,"task_1","1","1","1","blockNr_1_taskNr_1_trialNr_1_hunter_story.mp3","5fa4c21a04bc5912180291bc","","","","yes","","","2022-05-04T19:25:54.000Z",416929,"group_1",469558,"session_1",1,"2022-05-04T19:22:22.000Z","","","","not measured","",true
1,"block_1",1,"task_1","1","1","1","blockNr_1_taskNr_1_trialNr_1_hunter_story.mp3","571905e72090bb0011154e77","","","","yes","","","2022-05-04T19:46:03.000Z",416950,"group_1",469581,"session_1",1,"2022-05-04T19:34:44.000Z","","","","not measured","",true
1,"block_1",1,"task_1","1","1","1","blockNr_1_taskNr_1_trialNr_1_hunter_story.mp3","5f22bdb732432502a2615f3f","","","","yes","","","2022-05-04T20:00:32.000Z",416976,"group_1",469614,"session_1",1,"2022-05-04T19:56:48.000Z","","","","not measured","",true
1,"block_1",1,"task_1","1","1","1","blockNr_1_taskNr_1_trialNr_1_hunter_story.mp3","5898b6e256357700011c2c6b","","","","yes","","","2022-05-04T20:34:14.000Z",416990,"group_1",469635,"session_1",1,"2022-05-04T20:24:17.000Z","","","","not measured","",true
1,"block_1",1,"task_1","1","1","1","blockNr_1_taskNr_1_trialNr_1_hunter_story.mp3","5fed41e3e14422f5e308c6e5","","","","yes","","","2022-05-04T20:44:31.000Z",416992,"group_1",469639,"session_1",1,"2022-05-04T20:37:26.000Z","","","","not measured","",true
1,"block_1",1,"task_1","1","1","1","blockNr_1_taskNr_1_trialNr_1_hunter_story.mp3","59349d79f1b3f00001964d04","","","","yes","","","2022-05-05T00:01:07.000Z",417044,"group_1",469737,"session_1",1,"2022-05-04T23:47:48.000Z","","","","not measured","",true
1,"block_1",1,"task_1","1","1","1","blockNr_1_taskNr_1_trialNr_1_hunter_story.mp3","5a5479b4ac56240001537ffa","","","","yes","","","2022-05-05T00:39:00.000Z",417105,"group_1",469805,"session_1",1,"2022-05-05T00:29:39.000Z","","","","not measured","",true
1,"block_1",1,"task_1","1","1","1","blockNr_1_taskNr_1_trialNr_1_hunter_story.mp3","6107397d50df8745777f484e","","","","yes","","","2022-05-05T01:47:24.000Z",417154,"group_1",469865,"session_1",1,"2022-05-05T01:43:56.000Z","","","","not measured","",true
1,"block_1",1,"task_1","1","1","1","blockNr_1_taskNr_1_trialNr_1_hunter_story.mp3","5ec55212bfb2ff4fb33a4321","","","","yes","","","2022-05-05T02:01:48.000Z",417161,"group_1",469875,"session_1",1,"2022-05-05T01:53:49.000Z","","","","not measured","",true
1,"block_1",1,"task_1","1","1","1","blockNr_1_taskNr_1_trialNr_1_hunter_story.mp3","60c7848a39b4e7ecc85259be","","","","yes","","","2022-05-05T02:18:20.000Z",417169,"group_1",469883,"session_1",1,"2022-05-05T02:05:14.000Z","","","","not measured","",true
1,"block_1",1,"task_1","1","1","1","blockNr_1_taskNr_1_trialNr_1_hunter_story.mp3","5f9057735c69b00e72665f84","","","","yes","","","2022-05-05T03:55:11.000Z",417191,"group_1",469909,"session_1",1,"2022-05-05T03:46:55.000Z","","","","not measured","",true
1,"block_1",1,"task_1","1","1","1","blockNr_1_taskNr_1_trialNr_1_hunter_story.mp3","6125eca03b2cfbbe2e6a88cd","","","","yes","","","2022-05-05T06:14:26.000Z",417220,"group_1",469968,"session_1",1,"2022-05-05T06:12:06.000Z","","","","not measured","",true
1,"block_1",1,"task_1","1","1","1","blockNr_1_taskNr_1_trialNr_1_hunter_story.mp3","558a9729fdf99b6567d005ab","","","","yes","","","2022-05-05T12:19:31.000Z",417588,"group_1",470408,"session_1",1,"2022-05-05T12:07:47.000Z","","","","not measured","",true
1,"block_1",1,"task_1","1","1","1","blockNr_1_taskNr_1_trialNr_1_hunter_story.mp3","I dont know i just entered it ends in a c","","","","yes","","","2022-05-05T22:21:58.000Z",418002,"group_1",470890,"session_1",1,"2022-05-05T22:04:10.000Z","","","","not measured","",true
1,"block_1",1,"task_1","1","1","1","blockNr_1_taskNr_1_trialNr_1_hunter_story.mp3","61007de25d1a5d74904865cd","","","","yes","","","2022-05-05T22:43:09.000Z",418008,"group_1",470901,"session_1",1,"2022-05-05T22:40:14.000Z","","","","not measured","",true
1,"block_1",1,"task_1","1","1","1","blockNr_1_taskNr_1_trialNr_1_hunter_story.mp3","611323bebc984e2d69dc8958","","","","yes","","","2022-05-06T02:43:25.000Z",418039,"group_1",470945,"session_1",1,"2022-05-06T02:35:34.000Z","","","","not measured","",true
1,"block_1",1,"task_1","1","1","1","blockNr_1_taskNr_1_trialNr_1_hunter_story.mp3","5e06c6eb86768109c6792fbc","","","","yes","","","2022-05-06T05:20:45.000Z",418057,"group_1",470972,"session_1",1,"2022-05-06T05:10:21.000Z","","","","not measured","",true
1,"block_1",1,"task_1","1","1","1","blockNr_1_taskNr_1_trialNr_1_hunter_story.mp3","6112c911a83cc494df38b468","","","","yes","","","2022-05-06T16:44:34.000Z",418666,"group_1",471720,"session_1",1,"2022-05-06T16:34:46.000Z","","","","not measured","",true
1,"block_1",1,"task_1","1","1","1","blockNr_1_taskNr_1_trialNr_1_hunter_story.mp3","610806925b7eacfe8864a03c","","","","yes","","","2022-05-07T00:30:32.000Z",419143,"group_1",472263,"session_1",1,"2022-05-07T00:23:49.000Z","","","","not measured","",true
1,"block_1",1,"task_1","1","1","1","blockNr_1_taskNr_1_trialNr_1_hunter_story.mp3","60ff3a07d734239b4406270b","","","","yes","","","2022-05-07T01:25:54.000Z",419145,"group_1",472268,"session_1",1,"2022-05-07T01:16:35.000Z","","","","not measured","",true
1,"block_1",1,"task_1","1","1","1","blockNr_1_taskNr_1_trialNr_1_hunter_story.mp3","60ca3935fb64d56e11014643","","","","yes","","","2022-05-10T03:24:48.000Z",422077,"group_1",475707,"session_1",1,"2022-05-10T03:19:00.000Z","","","","not measured","",true
1,"block_1",1,"task_1","1","1","1","blockNr_1_taskNr_1_trialNr_1_hunter_story.mp3","615d2c8c1f115ada18a68869","","","","yes","","","2022-05-11T04:02:17.000Z",423264,"group_1",477072,"session_1",1,"2022-05-11T03:55:53.000Z","","","","not measured","",true
1,"block_1",1,"task_1","1","1","1","blockNr_1_taskNr_1_trialNr_1_hunter_story.mp3","5ffee988ed52b15ecab91a7f","","","","yes","","","2022-05-12T13:20:36.000Z",424280,"group_1",478320,"session_1",1,"2022-05-12T13:14:17.000Z","","","","not measured","",true
1,"block_1",1,"task_1","1","1","1","blockNr_1_taskNr_1_trialNr_1_hunter_story.mp3","60fdeea193e44e2887e1ef22","","","","yes","","","2022-05-13T22:31:13.000Z",425378,"group_1",479845,"session_1",1,"2022-05-13T22:16:38.000Z","","","","not measured","",true
1,"block_1",1,"task_1","1","1","1","blockNr_1_taskNr_1_trialNr_1_hunter_story.mp3","5edcfe625cd39c9efd5cc2ae","","","","yes","","","2022-05-14T01:31:54.000Z",425411,"group_1",479904,"session_1",1,"2022-05-14T01:29:27.000Z","","","","not measured","",true
1,"block_1",1,"task_1","1","1","1","blockNr_1_taskNr_1_trialNr_1_hunter_story.mp3","5ae5374253072800018d5c69","","","","yes","","","2022-05-14T13:55:57.000Z",425633,"group_1",480176,"session_1",1,"2022-05-14T13:46:53.000Z","","","","not measured","",true
1,"block_1",1,"task_1","1","1","1","blockNr_1_taskNr_1_trialNr_1_hunter_story.mp3","61094c7cb8c79b6a734c2d0c","","","","yes","","","2022-05-14T19:21:52.000Z",425781,"group_1",480374,"session_1",1,"2022-05-14T19:18:27.000Z","","","","not measured","",true
1,"block_1",1,"task_1","1","1","1","blockNr_1_taskNr_1_trialNr_1_hunter_story.mp3","60bc18bb8b971280ef13060c","","","","yes","","","2022-05-15T01:48:00.000Z",425801,"group_1",480419,"session_1",1,"2022-05-15T01:36:03.000Z","","","","not measured","",true
1,"block_1",1,"task_1","1","1","1","blockNr_1_taskNr_1_trialNr_1_hunter_story.mp3","60d9d5516e2331b6fd0af144","","","","yes","","","2022-05-16T11:33:16.000Z",426710,"group_1",481532,"session_1",1,"2022-05-16T11:30:55.000Z","","","","not measured","",true
1,"block_1",1,"task_1","1","1","1","blockNr_1_taskNr_1_trialNr_1_hunter_story.mp3","60fd9ffd7fb294e3f1647ea8","","","","yes","","","2022-05-16T20:13:02.000Z",427048,"group_1",481962,"session_1",1,"2022-05-16T20:09:40.000Z","","","","not measured","",true
1,"block_1",1,"task_1","1","1","1","blockNr_1_taskNr_1_trialNr_1_hunter_story.mp3","6108678bdc10bef3ef27f7f0","","","","yes","","","2022-05-17T02:28:43.000Z",427139,"group_1",482072,"session_1",1,"2022-05-17T02:23:57.000Z","","","","not measured","",true
